Labels,Latitude,Longitude,Capacity
ParkingVelo3861,48.8414601,2.2964252,10
ParkingVelo3862,48.8414929,2.2989783,16
ParkingVelo3863,48.8419907,2.2981864,10
ParkingVelo3864,48.8377686,2.2992093,2
ParkingVelo3865,48.8376747,2.2993504,2
ParkingVelo3866,48.838297,2.2994222,2
ParkingVelo3867,48.8382532,2.3170094,14
ParkingVelo3868,48.8383684,2.3168953,14
ParkingVelo3869,48.8451369,2.305241,16
ParkingVelo3870,48.8451059,2.3053296,44
ParkingVelo3871,48.8451698,2.3053573,16
ParkingVelo3872,48.8429884,2.3017779,4
ParkingVelo3873,48.8430773,2.3014152,4
ParkingVelo3874,48.843188,2.3009616,4
ParkingVelo3875,48.8447502,2.3020233,9
ParkingVelo3876,48.8446564,2.3022679,6
ParkingVelo3877,48.8432988,2.3022729,12
ParkingVelo3878,48.8433584,2.3022629,4
ParkingVelo3879,48.8458457,2.3020262,10
ParkingVelo3880,48.846081,2.3018197,6
ParkingVelo3881,48.8459163,2.3018999,10
ParkingVelo3882,48.8383772,2.2920732,4
ParkingVelo3883,48.8382391,2.2921816,14
ParkingVelo3884,48.8380282,2.2877562,4
ParkingVelo3885,48.8395253,2.284312,10
ParkingVelo3886,48.8414313,2.2842647,6
ParkingVelo3887,48.8407698,2.2842153,4
ParkingVelo3888,48.8418343,2.2831847,10
ParkingVelo3889,48.8420191,2.2827024,14
ParkingVelo3890,48.8428238,2.2838415,4
ParkingVelo3891,48.8413862,2.2842899,10
ParkingVelo3892,48.8434881,2.2807929,2
ParkingVelo3893,48.8441728,2.2842721,6
ParkingVelo3894,48.8462466,2.2792677,4
ParkingVelo3895,48.8461674,2.2791658,6
ParkingVelo3896,48.8468747,2.2799159,2
ParkingVelo3897,48.8450052,2.2782781,2
ParkingVelo3898,48.8490207,2.283426,10
ParkingVelo3899,48.8471758,2.2968454,10
ParkingVelo3900,48.8471888,2.2969364,4
ParkingVelo3901,48.8518716,2.2912259,14
ParkingVelo3902,48.8455022,2.2911787,10
ParkingVelo3903,48.851302,2.2929691,6
ParkingVelo3904,48.8518117,2.2935573,10
ParkingVelo3905,48.851745,2.2936581,10
ParkingVelo3906,48.851916,2.2935457,12
ParkingVelo3907,48.8519828,2.2936476,10
ParkingVelo3908,48.8519787,2.2962945,6
ParkingVelo3909,48.8487733,2.2993416,8
ParkingVelo3910,48.8486047,2.3013415,6
ParkingVelo3911,48.850813,2.3009979,6
ParkingVelo3912,48.8470793,2.3075569,8
ParkingVelo3913,48.8580444,2.3102082,12
ParkingVelo3914,48.858098,2.3102198,14
ParkingVelo3915,48.8453899,2.3106471,12
ParkingVelo3916,48.8501428,2.3065016,4
ParkingVelo3917,48.8501903,2.3066508,4
ParkingVelo3918,48.8501591,2.3055998,8
ParkingVelo3919,48.8502102,2.3066997,10
ParkingVelo3920,48.850177,2.3066138,4
ParkingVelo3921,48.8501599,2.3065597,10
ParkingVelo3922,48.8501349,2.3064683,4
ParkingVelo3923,48.8483412,2.3056313,4
ParkingVelo3924,48.8484888,2.3054011,6
ParkingVelo3925,48.8485216,2.3053498,6
ParkingVelo3926,48.8483761,2.3055753,6
ParkingVelo3927,48.8618659,2.303103,8
ParkingVelo3928,48.8619091,2.3024547,2
ParkingVelo3929,48.8600645,2.3076789,6
ParkingVelo3930,48.8598002,2.3087201,8
ParkingVelo3931,48.8596984,2.3078256,10
ParkingVelo3932,48.8545557,2.3150587,6
ParkingVelo3933,48.8547097,2.3150762,6
ParkingVelo3934,48.8545572,2.3149899,6
ParkingVelo3935,48.8547144,2.3150089,6
ParkingVelo3936,48.8511536,2.3146567,3
ParkingVelo3937,48.851368,2.314682,7
ParkingVelo3938,48.8583108,2.3207468,4
ParkingVelo3939,48.8481081,2.3237533,18
ParkingVelo3940,48.8475848,2.322755,8
ParkingVelo3941,48.8497912,2.3199539,18
ParkingVelo3942,48.8483074,2.3187263,10
ParkingVelo3943,48.8542685,2.3195457,8
ParkingVelo3944,48.8563096,2.3267633,32
ParkingVelo3945,48.8470618,2.3323004,6
ParkingVelo3946,48.8462305,2.3323729,12
ParkingVelo3947,48.8460489,2.3183877,16
ParkingVelo3948,48.8454015,2.3189138,20
ParkingVelo3949,48.8533358,2.3359614,10
ParkingVelo3950,48.8550641,2.3396566,10
ParkingVelo3951,48.8551969,2.3368156,12
ParkingVelo3952,48.8528979,2.3348561,10
ParkingVelo3953,48.8493521,2.3318434,8
ParkingVelo3954,48.8508404,2.3394195,24
ParkingVelo3955,48.8501007,2.3358995,18
ParkingVelo3956,48.8435978,2.3311284,26
ParkingVelo3957,48.8426647,2.3363468,10
ParkingVelo3958,48.8416886,2.3354183,24
ParkingVelo3959,48.8426612,2.336423,10
ParkingVelo3960,48.8400992,2.3347441,14
ParkingVelo3961,48.8394383,2.3336069,8
ParkingVelo3962,48.8397748,2.3341366,8
ParkingVelo3963,48.8412995,2.3253133,14
ParkingVelo3964,48.839053,2.3230888,10
ParkingVelo3965,48.8404678,2.3276166,12
ParkingVelo3966,48.840624,2.3298992,6
ParkingVelo3967,48.8490069,2.3466034,12
ParkingVelo3968,48.8508311,2.3451289,14
ParkingVelo3969,48.85081,2.3452149,2
ParkingVelo3970,48.8507978,2.3452684,4
ParkingVelo3971,48.8514506,2.3425226,4
ParkingVelo3972,48.8514203,2.3426449,4
ParkingVelo3973,48.8446046,2.3452046,12
ParkingVelo3974,48.8447932,2.3423439,66
ParkingVelo3975,48.8455411,2.3457776,12
ParkingVelo3976,48.844679,2.3452319,12
ParkingVelo3977,48.8427083,2.3414981,10
ParkingVelo3978,48.8478767,2.3412931,16
ParkingVelo3979,48.8479172,2.3410626,8
ParkingVelo3980,48.8488298,2.3429593,68
ParkingVelo3981,48.8465264,2.3517686,18
ParkingVelo3982,48.8420369,2.3521119,16
ParkingVelo3983,48.8435123,2.3513153,14
ParkingVelo3984,48.8422569,2.3520058,16
ParkingVelo3985,48.8515159,2.3455927,30
ParkingVelo3986,48.8496099,2.3515101,10
ParkingVelo3987,48.8497316,2.3502275,10
ParkingVelo3988,48.8497981,2.3500543,20
ParkingVelo3989,48.8494738,2.3555442,20
ParkingVelo3990,48.8446687,2.3491904,8
ParkingVelo3991,48.8442777,2.3500306,7
ParkingVelo3992,48.8442859,2.3502298,20
ParkingVelo3993,48.8450231,2.3493475,10
ParkingVelo3994,48.8453595,2.3557752,76
ParkingVelo3995,48.8453605,2.355661,32
ParkingVelo3996,48.8454577,2.3558125,14
ParkingVelo3997,48.843946,2.3551857,18
ParkingVelo3998,48.8400673,2.3583653,8
ParkingVelo3999,48.8378443,2.3509078,14
ParkingVelo4000,48.8358365,2.3511882,2
ParkingVelo4001,48.8372129,2.3534723,5
ParkingVelo4002,48.8372844,2.3472118,19
ParkingVelo4003,48.8359746,2.3482978,10
ParkingVelo4004,48.8373179,2.3470122,16
ParkingVelo4005,48.834984,2.3439221,10
ParkingVelo4006,48.8348709,2.3420898,8
ParkingVelo4007,48.8344174,2.3335984,16
ParkingVelo4008,48.8346939,2.3381483,10
ParkingVelo4009,48.8343057,2.3366506,8
ParkingVelo4010,48.8342579,2.3366207,8
ParkingVelo4011,48.8344938,2.3334625,24
ParkingVelo4012,48.834307,2.3363879,6
ParkingVelo4013,48.8346165,2.3380244,10
ParkingVelo4014,48.8417816,2.3138344,8
ParkingVelo4015,48.8375956,2.2984171,2
ParkingVelo4016,48.8375479,2.298228,8
ParkingVelo4017,48.8393797,2.3070839,8
ParkingVelo4018,48.8391622,2.3073888,6
ParkingVelo4019,48.8394263,2.3069928,8
ParkingVelo4020,48.8404616,2.3051474,8
ParkingVelo4021,48.8353601,2.3157717,36
ParkingVelo4022,48.8253678,2.3140428,8
ParkingVelo4023,48.8344098,2.316273,12
ParkingVelo4024,48.8344196,2.3160131,10
ParkingVelo4025,48.8299748,2.3209536,12
ParkingVelo4026,48.8314378,2.3217004,14
ParkingVelo4027,48.8308264,2.3208941,14
ParkingVelo4028,48.8318543,2.322019,8
ParkingVelo4029,48.8321954,2.3131243,6
ParkingVelo4030,48.8307826,2.3118914,20
ParkingVelo4031,48.8302403,2.313471,14
ParkingVelo4032,48.8290219,2.322382,10
ParkingVelo4033,48.8321611,2.3222791,10
ParkingVelo4034,48.8320587,2.322393,10
ParkingVelo4035,48.8317156,2.3240939,16
ParkingVelo4036,48.8217967,2.3504238,8
ParkingVelo4037,48.8216875,2.3504244,8
ParkingVelo4038,48.8313408,2.3545602,14
ParkingVelo4039,48.8313675,2.3546429,10
ParkingVelo4040,48.8210049,2.3295149,10
ParkingVelo4041,48.821303,2.3290058,10
ParkingVelo4042,48.8264006,2.3346241,18
ParkingVelo4043,48.8267465,2.3330965,10
ParkingVelo4044,48.8266317,2.3338865,8
ParkingVelo4045,48.8270384,2.3337686,6
ParkingVelo4046,48.8284663,2.343019,8
ParkingVelo4047,48.8308276,2.374741,14
ParkingVelo4048,48.8206202,2.3738608,10
ParkingVelo4049,48.8209463,2.3723785,10
ParkingVelo4050,48.819249,2.3732183,7
ParkingVelo4051,48.8217683,2.3727989,10
ParkingVelo4052,48.8232108,2.3542308,12
ParkingVelo4053,48.8252002,2.3513128,10
ParkingVelo4054,48.8244691,2.3543861,10
ParkingVelo4055,48.8290353,2.3527723,12
ParkingVelo4056,48.8282714,2.3529239,10
ParkingVelo4057,48.8390591,2.3704254,20
ParkingVelo4058,48.8259427,2.3571744,10
ParkingVelo4059,48.8815797,2.3886653,10
ParkingVelo4060,48.8219527,2.374933,10
ParkingVelo4061,48.8224069,2.3760393,12
ParkingVelo4062,48.8223377,2.3730911,10
ParkingVelo4063,48.8308592,2.3553636,10
ParkingVelo4064,48.8308912,2.3552064,6
ParkingVelo4065,48.8289252,2.3816308,10
ParkingVelo4066,48.8361004,2.3753523,8
ParkingVelo4067,48.8360354,2.3754216,8
ParkingVelo4068,48.8352281,2.3762792,10
ParkingVelo4069,48.8358142,2.3756587,18
ParkingVelo4070,48.8307482,2.380213,10
ParkingVelo4071,48.8307416,2.3800217,10
ParkingVelo4072,48.8309935,2.3797394,2
ParkingVelo4073,48.8319258,2.3756452,16
ParkingVelo4074,48.8322961,2.3750005,4
ParkingVelo4075,48.8292795,2.377861,2
ParkingVelo4076,48.8297743,2.3773923,4
ParkingVelo4077,48.8301724,2.3770145,4
ParkingVelo4078,48.8300277,2.3771516,4
ParkingVelo4079,48.8293942,2.3777528,4
ParkingVelo4080,48.8296475,2.377513,4
ParkingVelo4081,48.830299,2.3768941,4
ParkingVelo4082,48.829521,2.377632,4
ParkingVelo4083,48.8318043,2.375468,4
ParkingVelo4084,48.8317019,2.3755644,4
ParkingVelo4085,48.8324091,2.3748935,2
ParkingVelo4086,48.831602,2.3756581,4
ParkingVelo4087,48.8321723,2.3751182,4
ParkingVelo4088,48.8318129,2.3757507,16
ParkingVelo4089,48.8207526,2.3608842,10
ParkingVelo4090,48.8183238,2.3659391,2
ParkingVelo4091,48.8266864,2.3644475,10
ParkingVelo4092,48.8598294,2.4079902,16
ParkingVelo4093,48.8612757,2.4128828,8
ParkingVelo4094,48.8506766,2.4003911,10
ParkingVelo4095,48.8472874,2.4115621,16
ParkingVelo4096,48.854954,2.3957258,9
ParkingVelo4097,48.8533549,2.398329,10
ParkingVelo4098,48.8633324,2.3980997,12
ParkingVelo4099,48.8659744,2.3975458,2
ParkingVelo4100,48.8665178,2.3977926,6
ParkingVelo4101,48.8668702,2.402587,18
ParkingVelo4102,48.8645046,2.4059848,12
ParkingVelo4103,48.8642813,2.4081008,16
ParkingVelo4104,48.8796842,2.4090507,5
ParkingVelo4105,48.8717624,2.4115253,6
ParkingVelo4106,48.8716245,2.4113561,8
ParkingVelo4107,48.8714862,2.4114617,8
ParkingVelo4108,48.8698242,2.4103872,4
ParkingVelo4109,48.8752828,2.3938531,10
ParkingVelo4110,48.8753485,2.3939764,8
ParkingVelo4111,48.8718287,2.3826824,8
ParkingVelo4112,48.8709651,2.3816102,6
ParkingVelo4113,48.8798443,2.372193,6
ParkingVelo4114,48.8785481,2.3722651,10
ParkingVelo4115,48.8777032,2.3741196,14
ParkingVelo4116,48.8749834,2.3739257,10
ParkingVelo4117,48.8787169,2.3784439,16
ParkingVelo4118,48.8776007,2.3811669,10
ParkingVelo4119,48.8802823,2.3795778,4
ParkingVelo4120,48.8815071,2.3724639,8
ParkingVelo4121,48.8826384,2.377932,10
ParkingVelo4122,48.8826501,2.3776568,10
ParkingVelo4123,48.8822044,2.3816477,8
ParkingVelo4124,48.8823446,2.3817311,8
ParkingVelo4125,48.8813125,2.3806532,4
ParkingVelo4126,48.8826146,2.3804944,10
ParkingVelo4127,48.8824444,2.3804904,6
ParkingVelo4128,48.888534,2.3956632,8
ParkingVelo4129,48.898515,2.38431,10
ParkingVelo4130,48.8987149,2.3826616,8
ParkingVelo4131,48.8983344,2.382898,8
ParkingVelo4132,48.8985828,2.3827391,8
ParkingVelo4133,48.8883722,2.3863723,8
ParkingVelo4134,48.896464,2.3766394,32
ParkingVelo4135,48.8964787,2.3767943,16
ParkingVelo4136,48.8958491,2.3756242,6
ParkingVelo4137,48.8852517,2.3793063,10
ParkingVelo4138,48.8852879,2.3794315,8
ParkingVelo4139,48.8901683,2.3953663,14
ParkingVelo4140,48.8882902,2.3806698,10
ParkingVelo4141,48.8912934,2.3859461,30
ParkingVelo4142,48.8994976,2.3798258,7
ParkingVelo4143,48.8994921,2.3781258,16
ParkingVelo4144,48.8960224,2.3744927,10
ParkingVelo4145,48.8960488,2.3746211,4
ParkingVelo4146,48.8960393,2.3745764,4
ParkingVelo4147,48.8984388,2.3691474,18
ParkingVelo4148,48.8984415,2.3692856,36
ParkingVelo4149,48.8945558,2.3779213,4
ParkingVelo4150,48.8925593,2.3791699,12
ParkingVelo4151,48.8962218,2.3779679,8
ParkingVelo4152,48.8896799,2.3754442,10
ParkingVelo4153,48.8893105,2.3710373,8
ParkingVelo4154,48.8900026,2.3717055,10
ParkingVelo4155,48.8864137,2.3716525,10
ParkingVelo4156,48.8865657,2.3716336,8
ParkingVelo4157,48.8863638,2.3717481,10
ParkingVelo4158,48.8866087,2.3715296,4
ParkingVelo4159,48.8843031,2.367836,8
ParkingVelo4160,48.8842475,2.3683812,8
ParkingVelo4161,48.8860985,2.3663301,6
ParkingVelo4162,48.8835936,2.3478412,2
ParkingVelo4163,48.891303,2.3629237,12
ParkingVelo4164,48.8969284,2.3594976,12
ParkingVelo4165,48.8932185,2.3476188,44
ParkingVelo4166,48.8941641,2.3539433,6
ParkingVelo4167,48.8835526,2.3475023,3
ParkingVelo4168,48.8864516,2.3452447,4
ParkingVelo4169,48.8904295,2.3463738,11
ParkingVelo4170,48.8843658,2.3383825,24
ParkingVelo4171,48.8928649,2.3421851,10
ParkingVelo4172,48.8930007,2.338397,14
ParkingVelo4173,48.8912708,2.3404109,22
ParkingVelo4174,48.8919679,2.3307139,16
ParkingVelo4175,48.8872321,2.3340778,10
ParkingVelo4176,48.8857173,2.3352405,20
ParkingVelo4177,48.8583397,2.3744789,6
ParkingVelo4178,48.8582698,2.3742888,6
ParkingVelo4179,48.8585005,2.370951,8
ParkingVelo4180,48.8593431,2.3715612,10
ParkingVelo4181,48.8592277,2.3700835,10
ParkingVelo4182,48.8592504,2.3701752,8
ParkingVelo4183,48.8803488,2.3533216,18
ParkingVelo4184,48.884956,2.3565824,6
ParkingVelo4185,48.8849501,2.3548749,24
ParkingVelo4186,48.8859233,2.3566734,8
ParkingVelo4187,48.8843514,2.3556893,6
ParkingVelo4188,48.8835617,2.3343109,10
ParkingVelo4189,48.8328954,2.4145591,18
ParkingVelo4190,48.8563808,2.3732672,24
ParkingVelo4191,48.8333428,2.3238942,36
ParkingVelo4192,48.8184272,2.3444561,8
ParkingVelo4193,48.826197,2.3062403,36
ParkingVelo4194,48.8358242,2.3109852,4
ParkingVelo4196,48.8695924,2.3284028,24
ParkingVelo4197,48.8943529,2.3918277,10
ParkingVelo4198,48.8422219,2.3256321,22
ParkingVelo4199,48.8290798,2.3609821,14
ParkingVelo4200,48.8705566,2.2452369,8
ParkingVelo4201,48.8713593,2.2458243,6
ParkingVelo4202,48.844046,2.3271851,22
ParkingVelo4203,48.8792157,2.3353377,14
ParkingVelo4204,48.8651735,2.354942,22
ParkingVelo4205,48.8652343,2.3553533,28
ParkingVelo4206,48.8639683,2.3500213,6
ParkingVelo4207,48.8335245,2.3543547,6
ParkingVelo4208,48.8409626,2.3158738,8
ParkingVelo4209,48.8465688,2.3059316,6
ParkingVelo4210,48.8506295,2.3429326,8
ParkingVelo4211,48.8393592,2.3094846,8
ParkingVelo4212,48.8573719,2.354545,6
ParkingVelo4213,48.8502893,2.3438688,18
ParkingVelo4214,48.8818501,2.3463885,10
ParkingVelo4215,48.8814433,2.344861,10
ParkingVelo4216,48.8817605,2.3452873,12
ParkingVelo4217,48.8808447,2.3465252,10
ParkingVelo4218,48.8806312,2.3478046,10
ParkingVelo4219,48.8806673,2.3478874,10
ParkingVelo4220,48.8796381,2.3474976,10
ParkingVelo4221,48.8576044,2.3509609,44
ParkingVelo4222,48.8293374,2.311465,12
ParkingVelo4223,48.8645154,2.2696538,10
ParkingVelo4224,48.832599,2.3560948,4
ParkingVelo4225,48.8325191,2.3560323,4
ParkingVelo4226,48.846807,2.3461177,32
ParkingVelo4227,48.8647399,2.3530684,36
ParkingVelo4228,48.8493457,2.3944221,6
ParkingVelo4229,48.8492954,2.3945099,6
ParkingVelo4230,48.8494084,2.3940881,16
ParkingVelo4231,48.849907,2.393256,14
ParkingVelo4232,48.850252,2.3929013,10
ParkingVelo4234,48.8887585,2.3154673,16
ParkingVelo4236,48.8502459,2.3247463,46
ParkingVelo4237,48.8410786,2.2983192,4
ParkingVelo4238,48.8597965,2.3255255,12
ParkingVelo4239,48.8262568,2.309268,8
ParkingVelo4240,48.8262047,2.3098929,12
ParkingVelo4241,48.8493468,2.348772,38
ParkingVelo4242,48.8768898,2.3998093,6
ParkingVelo4243,48.8775249,2.4002921,6
ParkingVelo4244,48.8515354,2.3455375,24
ParkingVelo4245,48.8339834,2.319345,6
ParkingVelo4246,48.8258877,2.3111737,18
ParkingVelo4247,48.8765445,2.3410423,10
ParkingVelo4248,48.8356838,2.2724334,180
ParkingVelo4249,48.8949342,2.3529808,6
ParkingVelo4250,48.8947308,2.3529691,20
ParkingVelo4251,48.8985343,2.3527808,8
ParkingVelo4252,48.8982173,2.3527801,20
ParkingVelo4253,48.8981988,2.3520568,8
ParkingVelo4254,48.8981975,2.3513675,8
ParkingVelo4255,48.8983097,2.347493,22
ParkingVelo4256,48.8882324,2.2937209,20
ParkingVelo4257,48.8882176,2.2940096,20
ParkingVelo4258,48.8411431,2.297795,6
ParkingVelo4259,48.8770953,2.2853286,6
ParkingVelo4260,48.8255566,2.3115572,10
ParkingVelo4261,48.8765852,2.3445461,10
ParkingVelo4262,48.8614959,2.345053,26
ParkingVelo4263,48.8932686,2.3429863,10
ParkingVelo4264,48.8958077,2.3416334,6
ParkingVelo4265,48.8627853,2.354031,16
ParkingVelo4266,48.8548465,2.3621596,12
ParkingVelo4267,48.865592,2.3876768,12
ParkingVelo4268,48.8359239,2.3280867,8
ParkingVelo4269,48.8356871,2.3287421,8
ParkingVelo4270,48.8354179,2.3295066,8
ParkingVelo4271,48.8353497,2.3293292,10
ParkingVelo4272,48.8651226,2.3825405,12
ParkingVelo4273,48.8443595,2.3391145,22
ParkingVelo4274,48.8957436,2.341166,6
ParkingVelo4275,48.841207,2.368716,12
ParkingVelo4276,48.8415457,2.3682342,12
ParkingVelo4277,48.8706295,2.2807566,16
ParkingVelo4279,48.8795197,2.3483068,12
ParkingVelo4280,48.8295948,2.3260291,16
ParkingVelo4281,48.8296594,2.3260041,14
ParkingVelo4282,48.8331289,2.3616368,12
ParkingVelo4283,48.8181855,2.3604257,10
ParkingVelo4284,48.8660422,2.3038033,44
ParkingVelo4285,48.8466545,2.3211159,20
ParkingVelo4286,48.8617584,2.3572878,30
ParkingVelo4287,48.817173,2.337931,80
ParkingVelo4288,48.8174873,2.3377724,20
ParkingVelo4289,48.8191773,2.3403608,24
ParkingVelo4290,48.8697028,2.3302742,20
ParkingVelo4291,48.8699389,2.3304098,4
ParkingVelo4292,48.8680014,2.3318127,10
ParkingVelo4293,48.8700219,2.3336708,10
ParkingVelo4294,48.870221,2.3337769,10
ParkingVelo4295,48.8708409,2.3344563,20
ParkingVelo4296,48.8702666,2.3359927,10
ParkingVelo4297,48.8688693,2.3341031,10
ParkingVelo4298,48.8690062,2.3334096,20
ParkingVelo4299,48.8678428,2.3321333,18
ParkingVelo4300,48.8678113,2.3324212,10
ParkingVelo4301,48.8533481,2.3434058,16
ParkingVelo4302,48.8824258,2.3446353,10
ParkingVelo4303,48.868293,2.3351221,28
ParkingVelo4304,48.8674857,2.3347728,10
ParkingVelo4305,48.8697775,2.3357598,10
ParkingVelo4306,48.8688672,2.3358675,10
ParkingVelo4307,48.8688584,2.3365594,20
ParkingVelo4308,48.8678169,2.3363626,10
ParkingVelo4309,48.8682867,2.3370538,50
ParkingVelo4310,48.8683117,2.3371769,10
ParkingVelo4311,48.871436,2.337281,10
ParkingVelo4312,48.8709377,2.3374604,10
ParkingVelo4313,48.8704178,2.3372555,10
ParkingVelo4314,48.871565,2.3380263,10
ParkingVelo4315,48.870696,2.3386806,18
ParkingVelo4316,48.8698178,2.3396023,14
ParkingVelo4317,48.869934,2.3405215,14
ParkingVelo4318,48.869537,2.3395958,16
ParkingVelo4319,48.8695221,2.3393152,10
ParkingVelo4320,48.8695942,2.3393553,10
ParkingVelo4321,48.8694286,2.3394937,10
ParkingVelo4322,48.8671904,2.3391071,14
ParkingVelo4323,48.8531465,2.3675259,10
ParkingVelo4324,48.8542566,2.3658609,6
ParkingVelo4325,48.8751875,2.3101578,10
ParkingVelo4326,48.8538463,2.3176163,4
ParkingVelo4327,48.8984664,2.3209906,10
ParkingVelo4328,48.8521105,2.3436291,2
ParkingVelo4329,48.85187,2.3435137,4
ParkingVelo4330,48.8523916,2.3437615,16
ParkingVelo4331,48.8504611,2.3828423,14
ParkingVelo4332,48.8415906,2.3487778,12
ParkingVelo4333,48.8631938,2.3792401,10
ParkingVelo4334,48.8517349,2.3476244,16
ParkingVelo4335,48.8516398,2.3474573,30
ParkingVelo4336,48.8514101,2.3471615,10
ParkingVelo4337,48.8514465,2.3472601,8
ParkingVelo4338,48.8742737,2.3372005,10
ParkingVelo4339,48.8361482,2.2924336,8
ParkingVelo4340,48.8895981,2.3026194,16
ParkingVelo4341,48.8598133,2.3100583,10
ParkingVelo4342,48.8946597,2.3818932,26
ParkingVelo4343,48.8918429,2.3487196,8
ParkingVelo4344,48.8321194,2.3769756,72
ParkingVelo4345,48.8325167,2.3742997,28
ParkingVelo4346,48.8543238,2.355804,10
ParkingVelo4347,48.8325552,2.3743737,28
ParkingVelo4348,48.8508861,2.2557579,30
ParkingVelo4349,48.8422505,2.3441276,38
ParkingVelo4350,48.8419359,2.343968,42
ParkingVelo4351,48.8818498,2.3245356,14
ParkingVelo4352,48.8818438,2.3244372,10
ParkingVelo4353,48.8417428,2.3438694,36
ParkingVelo4354,48.8545743,2.3627901,24
ParkingVelo4355,48.8538617,2.3650076,20
ParkingVelo4356,48.8504704,2.3836838,18
ParkingVelo4357,48.8819996,2.3713785,6
ParkingVelo4358,48.8651528,2.3826096,10
ParkingVelo4359,48.843952,2.327104,18
ParkingVelo4360,48.8926716,2.3295175,8
ParkingVelo4361,48.8924952,2.3296719,8
ParkingVelo4362,48.8924939,2.3295929,8
ParkingVelo4363,48.8924478,2.3306364,8
ParkingVelo4364,48.8980585,2.3429727,8
ParkingVelo4365,48.8980269,2.3419307,12
ParkingVelo4366,48.8979184,2.3369867,8
ParkingVelo4367,48.8976597,2.3369705,16
ParkingVelo4368,48.897874,2.3347835,20
ParkingVelo4369,48.8655503,2.3407096,10
ParkingVelo4370,48.8732058,2.3746663,14
ParkingVelo4371,48.873154,2.3746327,8
ParkingVelo4372,48.8729998,2.3745114,8
ParkingVelo4373,48.873557,2.3749164,14
ParkingVelo4374,48.8720416,2.3677482,5
ParkingVelo4375,48.8720186,2.3677869,5
ParkingVelo4376,48.8738274,2.3682963,12
ParkingVelo4377,48.8756626,2.3198699,6
ParkingVelo4378,48.8703336,2.3426397,12
ParkingVelo4379,48.8707572,2.3427842,12
ParkingVelo4380,48.8695469,2.3429237,12
ParkingVelo4381,48.8411394,2.2847166,14
ParkingVelo4382,48.8480934,2.342638,102
ParkingVelo4383,48.8594184,2.3436103,22
ParkingVelo4384,48.8746273,2.3787665,10
ParkingVelo4385,48.8995836,2.34643,40
ParkingVelo4386,48.836998,2.2715921,20
ParkingVelo4387,48.8999211,2.3369708,16
ParkingVelo4388,48.8948096,2.3495601,8
ParkingVelo4389,48.8945865,2.3508778,10
ParkingVelo4390,48.8478869,2.394577,10
ParkingVelo4391,48.8479478,2.39453,10
ParkingVelo4392,48.84801,2.3944952,10
ParkingVelo4393,48.8483595,2.3943785,12
ParkingVelo4394,48.8488127,2.3945287,10
ParkingVelo4396,48.8946839,2.3468339,6
ParkingVelo4397,48.8948288,2.3464926,8
ParkingVelo4398,48.8949153,2.3456429,12
ParkingVelo4399,48.8949856,2.3458908,8
ParkingVelo4400,48.8668354,2.3621043,12
ParkingVelo4401,48.8561393,2.3830038,10
ParkingVelo4402,48.8742779,2.3775255,10
ParkingVelo4403,48.8328961,2.3280037,12
ParkingVelo4404,48.8329606,2.3283369,12
ParkingVelo4405,48.8293892,2.3758178,6
ParkingVelo4406,48.8376706,2.3553188,16
ParkingVelo4407,48.8935768,2.3151391,14
ParkingVelo4408,48.8941091,2.3145103,12
ParkingVelo4409,48.8353351,2.3119649,12
ParkingVelo4410,48.8354216,2.3117027,12
ParkingVelo4411,48.8917286,2.3335295,6
ParkingVelo4412,48.8919157,2.3333521,6
ParkingVelo4413,48.8474916,2.3751839,9
ParkingVelo4414,48.8463294,2.3478236,42
ParkingVelo4415,48.8627794,2.3487067,6
ParkingVelo4416,48.8648145,2.2998628,16
ParkingVelo4417,48.8648118,2.2999701,10
ParkingVelo4418,48.8420619,2.3440252,40
ParkingVelo4419,48.8435427,2.3447693,30
ParkingVelo4420,48.8436577,2.3448297,28
ParkingVelo4421,48.8391378,2.2847975,2
ParkingVelo4422,48.8741956,2.3772197,12
ParkingVelo4423,48.8303167,2.3819592,16
ParkingVelo4424,48.8454232,2.3283319,8
ParkingVelo4425,48.8448696,2.3278629,56
ParkingVelo4426,48.8473795,2.3482358,12
ParkingVelo4427,48.8473591,2.348668,12
ParkingVelo4428,48.8741074,2.3677331,10
ParkingVelo4429,48.8741251,2.3674712,26
ParkingVelo4430,48.8761249,2.3605324,12
ParkingVelo4431,48.8761423,2.3604581,20
ParkingVelo4432,48.8346887,2.3865142,10
ParkingVelo4433,48.8830247,2.2918598,38
ParkingVelo4434,48.8697846,2.3606305,10
ParkingVelo4435,48.8482811,2.341671,10
ParkingVelo4436,48.8506938,2.3425427,10
ParkingVelo4437,48.8805615,2.3488782,8
ParkingVelo4438,48.8260983,2.3453034,16
ParkingVelo4439,48.8607245,2.3493225,12
ParkingVelo4440,48.8623684,2.3502269,8
ParkingVelo4441,48.8627072,2.3504341,20
ParkingVelo4442,48.86049,2.3491918,10
ParkingVelo4443,48.861721,2.3498851,8
ParkingVelo4444,48.8631033,2.350652,20
ParkingVelo4445,48.864164,2.3512641,20
ParkingVelo4446,48.8315449,2.2673323,20
ParkingVelo4447,48.8811973,2.364888,18
ParkingVelo4448,48.8319589,2.327559,10
ParkingVelo4449,48.8333726,2.3284921,12
ParkingVelo4450,48.8573482,2.405384,8
ParkingVelo4451,48.8442333,2.3450295,6
ParkingVelo4452,48.8441828,2.3450054,8
