Labels,Latitude,Longitude,Capacity
ParkingVelo1162,48.8193722,2.343928,32
ParkingVelo1163,48.8194085,2.3452169,10
ParkingVelo1164,48.8199993,2.3395025,6
ParkingVelo1165,48.8202311,2.339582,16
ParkingVelo1166,48.8204715,2.3556062,16
ParkingVelo1167,48.8205423,2.3372811,18
ParkingVelo1168,48.8205982,2.349596,20
ParkingVelo1169,48.8211027,2.3347105,14
ParkingVelo1170,48.8215982,2.33252,26
ParkingVelo1171,48.8292444,2.3255178,14
ParkingVelo1172,48.8292445,2.2971177,36
ParkingVelo1173,48.8316586,2.3221843,12
ParkingVelo1174,48.8325732,2.3203966,10
ParkingVelo1175,48.8357378,2.3250513,20
ParkingVelo1176,48.837042,2.2738508,12
ParkingVelo1177,48.8344541,2.469151,6
ParkingVelo1178,48.8358111,2.3008485,10
ParkingVelo1179,48.8360873,2.3100916,10
ParkingVelo1180,48.836965,2.3090961,10
ParkingVelo1181,48.8375445,2.3080742,6
ParkingVelo1182,48.8385737,2.3066911,8
ParkingVelo1183,48.839623,2.3092283,4
ParkingVelo1184,48.8205058,2.3593321,6
ParkingVelo1185,48.8505378,2.3001338,8
ParkingVelo1186,48.8427297,2.2923952,16
ParkingVelo1187,48.8434074,2.2929786,20
ParkingVelo1188,48.8518563,2.29996,8
ParkingVelo1189,48.8525736,2.2998987,10
ParkingVelo1190,48.8526129,2.2999583,10
ParkingVelo1191,48.856039,2.2944978,10
ParkingVelo1192,48.8560786,2.2945588,10
ParkingVelo1193,48.8567213,2.2923205,18
ParkingVelo1194,48.8568576,2.2939582,62
ParkingVelo1195,48.8582767,2.3558435,4
ParkingVelo1196,48.8595145,2.352427,10
ParkingVelo1197,48.8608531,2.2962135,16
ParkingVelo1198,48.8610226,2.2965243,16
ParkingVelo1199,48.8613379,2.2971915,16
ParkingVelo1200,48.8630948,2.3180268,50
ParkingVelo1201,48.8348726,2.4086443,22
ParkingVelo1202,48.8358799,2.4089336,10
ParkingVelo1203,48.8360889,2.4087607,8
ParkingVelo1204,48.842554,2.313972,10
ParkingVelo1205,48.8475526,2.4085268,30
ParkingVelo1206,48.8415504,2.4130898,10
ParkingVelo1207,48.8417038,2.4130601,12
ParkingVelo1208,48.8319764,2.3979128,8
ParkingVelo1209,48.832353,2.3552187,8
ParkingVelo1210,48.8974036,2.3959877,26
ParkingVelo1211,48.8678218,2.3496478,30
ParkingVelo1212,48.8681967,2.348515,10
ParkingVelo1213,48.8682834,2.3487909,14
ParkingVelo1214,48.8685199,2.3495908,12
ParkingVelo1215,48.8690597,2.3514081,20
ParkingVelo1216,48.8293702,2.3599133,10
ParkingVelo1217,48.8294195,2.3608937,28
ParkingVelo1218,48.8311996,2.3581509,10
ParkingVelo1219,48.8897813,2.3719812,30
ParkingVelo1220,48.8437894,2.2772811,14
ParkingVelo1221,48.8441497,2.2772388,10
ParkingVelo1222,48.8485573,2.2811113,26
ParkingVelo1223,48.8487304,2.2813632,20
ParkingVelo1224,48.8489679,2.281692,40
ParkingVelo1225,48.8512639,2.4044024,8
ParkingVelo1226,48.8514587,2.4059816,10
ParkingVelo1227,48.8514701,2.3994418,16
ParkingVelo1228,48.8515842,2.4000876,16
ParkingVelo1229,48.8542243,2.3963211,16
ParkingVelo1230,48.8580688,2.3878025,12
ParkingVelo1231,48.8600224,2.3886264,8
ParkingVelo1232,48.8605297,2.400807,18
ParkingVelo1233,48.8631915,2.3883885,8
ParkingVelo1234,48.8650438,2.3956825,10
ParkingVelo1235,48.8651363,2.3943812,4
ParkingVelo1236,48.8653979,2.3895087,12
ParkingVelo1237,48.8659006,2.3873837,8
ParkingVelo1238,48.8662797,2.3904983,12
ParkingVelo1239,48.8682217,2.386438,12
ParkingVelo1240,48.8686549,2.3865845,14
ParkingVelo1241,48.8690365,2.3861792,12
ParkingVelo1242,48.8704396,2.3840953,16
ParkingVelo1243,48.8704784,2.3841545,16
ParkingVelo1244,48.8726164,2.3842276,5
ParkingVelo1245,48.8734282,2.3825606,8
ParkingVelo1246,48.8735344,2.3832796,6
ParkingVelo1247,48.827423,2.3770475,26
ParkingVelo1248,48.8883478,2.3743547,8
ParkingVelo1250,48.8301525,2.3594415,16
ParkingVelo1251,48.8757435,2.3262717,30
ParkingVelo1252,48.8836814,2.3499178,20
ParkingVelo1253,48.8201223,2.3478747,14
ParkingVelo1254,48.8202012,2.3481267,8
ParkingVelo1255,48.8205413,2.3493919,16
ParkingVelo1256,48.8233388,2.3741799,12
ParkingVelo1257,48.8219902,2.330674,10
ParkingVelo1258,48.8349501,2.4072247,16
ParkingVelo1259,48.8351659,2.4069054,8
ParkingVelo1260,48.870848,2.3465389,12
ParkingVelo1261,48.8736477,2.277004,8
ParkingVelo1262,48.8816418,2.3153654,10
ParkingVelo1263,48.8824588,2.2863083,44
ParkingVelo1264,48.8837405,2.2908899,12
ParkingVelo1265,48.8843309,2.2884576,8
ParkingVelo1266,48.8853037,2.2956381,8
ParkingVelo1267,48.889276,2.2928025,24
ParkingVelo1268,48.8345727,2.3606994,16
ParkingVelo1269,48.8551001,2.3247169,18
ParkingVelo1270,48.8842696,2.3696844,10
ParkingVelo1271,48.8848876,2.3708877,10
ParkingVelo1272,48.8870686,2.3754947,16
ParkingVelo1273,48.8489095,2.4063149,8
ParkingVelo1274,48.8826851,2.3445074,8
ParkingVelo1275,48.8618741,2.3223454,10
ParkingVelo1276,48.864889,2.3105913,16
ParkingVelo1277,48.8649619,2.3105899,16
ParkingVelo1278,48.8706745,2.3458428,14
ParkingVelo1279,48.8710252,2.3454701,26
ParkingVelo1280,48.8748789,2.3192134,12
ParkingVelo1281,48.8814601,2.3008868,10
ParkingVelo1282,48.8836552,2.2986799,8
ParkingVelo1283,48.8845287,2.3081756,14
ParkingVelo1284,48.8871414,2.3009343,8
ParkingVelo1285,48.8874022,2.3010289,8
ParkingVelo1286,48.8888045,2.2976168,10
ParkingVelo1287,48.8833922,2.319578,8
ParkingVelo1288,48.8845574,2.3194796,10
ParkingVelo1289,48.884729,2.3200492,12
ParkingVelo1290,48.8848437,2.3192005,16
ParkingVelo1291,48.8854025,2.2987198,10
ParkingVelo1292,48.8862929,2.3178341,20
ParkingVelo1293,48.8874366,2.3136254,14
ParkingVelo1294,48.8419576,2.285406,8
ParkingVelo1295,48.8508007,2.3945035,8
ParkingVelo1296,48.8518779,2.3934896,8
ParkingVelo1297,48.8520141,2.3935708,12
ParkingVelo1298,48.8523254,2.3932309,6
ParkingVelo1299,48.8617792,2.3745107,8
ParkingVelo1300,48.8621972,2.3739538,12
ParkingVelo1301,48.8623938,2.3639875,14
ParkingVelo1302,48.874089,2.3388902,12
ParkingVelo1303,48.8754027,2.3246477,14
ParkingVelo1304,48.8612936,2.3581608,16
ParkingVelo1305,48.8394875,2.2840062,16
ParkingVelo1306,48.8397475,2.2846463,14
ParkingVelo1307,48.8427164,2.2863731,14
ParkingVelo1308,48.8468104,2.2904715,20
ParkingVelo1309,48.8500249,2.3954792,8
ParkingVelo1310,48.8391142,2.3390329,20
ParkingVelo1311,48.8422773,2.376254,16
ParkingVelo1312,48.8391049,2.4008111,20
ParkingVelo1313,48.8397237,2.4041443,18
ParkingVelo1314,48.842414,2.3976809,26
ParkingVelo1315,48.8431858,2.3913941,10
ParkingVelo1316,48.8449595,2.3836927,8
ParkingVelo1317,48.8526409,2.2904619,14
ParkingVelo1318,48.8577103,2.2791873,8
ParkingVelo1319,48.8581675,2.2754001,16
ParkingVelo1320,48.8317558,2.3580479,10
ParkingVelo1321,48.8330711,2.3230478,14
ParkingVelo1322,48.8629913,2.4001471,16
ParkingVelo1323,48.8332462,2.402715,16
ParkingVelo1324,48.8426554,2.3663085,10
ParkingVelo1325,48.86111,2.3537301,18
ParkingVelo1326,48.8459857,2.3315401,24
ParkingVelo1327,48.8467856,2.2815796,10
ParkingVelo1328,48.8472338,2.3300407,12
ParkingVelo1329,48.8822104,2.3636157,24
ParkingVelo1330,48.8822454,2.3629382,42
ParkingVelo1331,48.8843212,2.3384466,12
ParkingVelo1332,48.884358,2.3554674,12
ParkingVelo1333,48.8855624,2.3868897,10
ParkingVelo1334,48.897341,2.386623,36
ParkingVelo1335,48.8480149,2.2900991,8
ParkingVelo1336,48.8659868,2.3276419,14
ParkingVelo1337,48.8455525,2.2879427,8
ParkingVelo1338,48.8511656,2.2918014,24
ParkingVelo1339,48.8516745,2.2912562,28
ParkingVelo1340,48.8619139,2.3023309,10
ParkingVelo1341,48.8706579,2.3081498,4
ParkingVelo1342,48.8650577,2.3603924,26
ParkingVelo1343,48.8651462,2.3506643,66
ParkingVelo1344,48.8476577,2.4073871,40
ParkingVelo1345,48.8521672,2.401167,28
ParkingVelo1346,48.8535267,2.3984294,20
ParkingVelo1347,48.8543651,2.4004082,12
ParkingVelo1348,48.8549098,2.3991673,4
ParkingVelo1349,48.8554581,2.4009389,28
ParkingVelo1350,48.8898181,2.3629926,8
ParkingVelo1351,48.819718,2.3377279,20
ParkingVelo1352,48.8197105,2.3393425,16
ParkingVelo1353,48.8188325,2.340839,18
ParkingVelo1354,48.8184184,2.3418827,10
ParkingVelo1356,48.818636,2.3430082,16
ParkingVelo1357,48.8187672,2.3439069,10
ParkingVelo1358,48.8179357,2.3423853,12
ParkingVelo1359,48.8176743,2.3436137,15
ParkingVelo1360,48.8176897,2.3362278,10
ParkingVelo1361,48.8177138,2.3358243,32
ParkingVelo1362,48.8203267,2.33737,20
ParkingVelo1363,48.8208968,2.3323023,13
ParkingVelo1364,48.8213376,2.3305144,8
ParkingVelo1365,48.8216173,2.3310795,4
ParkingVelo1366,48.8306892,2.3336697,12
ParkingVelo1367,48.8307057,2.3338221,12
ParkingVelo1368,48.8585775,2.3618197,20
ParkingVelo1369,48.8361012,2.3067804,16
ParkingVelo1370,48.837008,2.3056122,10
ParkingVelo1371,48.8371312,2.305441,10
ParkingVelo1372,48.8376514,2.3010489,14
ParkingVelo1373,48.8377402,2.3012212,12
ParkingVelo1374,48.8377416,2.3017034,40
ParkingVelo1375,48.8302789,2.339892,24
ParkingVelo1376,48.8322842,2.3210655,10
ParkingVelo1377,48.837748,2.2985622,4
ParkingVelo1378,48.8453338,2.3772842,16
ParkingVelo1379,48.9000356,2.33591,12
ParkingVelo1380,48.8930865,2.3271701,8
ParkingVelo1381,48.8929961,2.3278881,8
ParkingVelo1382,48.8934816,2.3273579,8
ParkingVelo1383,48.8913529,2.3270574,6
ParkingVelo1384,48.8890318,2.3625198,6
ParkingVelo1386,48.839166,2.2753163,18
ParkingVelo1387,48.8424313,2.4099076,10
ParkingVelo1388,48.8425186,2.4095312,12
ParkingVelo1389,48.8259883,2.3455054,10
ParkingVelo1390,48.8272244,2.3617812,20
ParkingVelo1391,48.8328002,2.4147823,18
ParkingVelo1392,48.8330462,2.4142455,72
ParkingVelo1393,48.8632077,2.3580799,14
ParkingVelo1394,48.8639968,2.3712611,38
ParkingVelo1395,48.8686215,2.3677037,8
ParkingVelo1396,48.8865143,2.3743847,12
ParkingVelo1397,48.8874185,2.3761988,10
ParkingVelo1398,48.8879411,2.3772372,10
ParkingVelo1399,48.8882498,2.3778555,10
ParkingVelo1400,48.8515241,2.3699813,4
ParkingVelo1401,48.8872981,2.3760451,10
ParkingVelo1402,48.8665069,2.3681234,10
ParkingVelo1403,48.8694157,2.3590847,12
ParkingVelo1404,48.8683073,2.3596282,20
ParkingVelo1405,48.8678487,2.3593265,28
ParkingVelo1406,48.8672399,2.3625373,10
ParkingVelo1407,48.8665669,2.3611369,30
ParkingVelo1408,48.8663694,2.3613263,16
ParkingVelo1409,48.8683389,2.3614876,8
ParkingVelo1410,48.8696203,2.3619046,22
ParkingVelo1411,48.8702306,2.3616084,14
ParkingVelo1412,48.8690245,2.3626893,14
ParkingVelo1413,48.8704194,2.3646795,20
ParkingVelo1414,48.869238,2.3645285,6
ParkingVelo1415,48.8690777,2.3645074,8
ParkingVelo1416,48.8692034,2.3642674,10
ParkingVelo1417,48.86974,2.3660308,10
ParkingVelo1418,48.8696863,2.3660865,8
ParkingVelo1419,48.8705536,2.3655477,32
ParkingVelo1420,48.8693832,2.3634588,24
ParkingVelo1421,48.8694882,2.363133,16
ParkingVelo1422,48.8692533,2.3635147,10
ParkingVelo1423,48.8703109,2.36207,20
ParkingVelo1424,48.8705848,2.3638805,6
ParkingVelo1425,48.8713642,2.360189,6
ParkingVelo1426,48.8704747,2.3633915,10
ParkingVelo1427,48.8711719,2.3607711,8
ParkingVelo1428,48.8710414,2.3599919,6
ParkingVelo1429,48.8728103,2.3592741,8
ParkingVelo1430,48.8721819,2.3598636,8
ParkingVelo1431,48.8721578,2.3608292,6
ParkingVelo1432,48.8729764,2.3613768,10
ParkingVelo1433,48.8771072,2.3562853,26
ParkingVelo1434,48.8725511,2.3610921,6
ParkingVelo1435,48.8741392,2.3581093,16
ParkingVelo1436,48.8742805,2.3579829,16
ParkingVelo1437,48.8758489,2.3565569,16
ParkingVelo1438,48.8757072,2.3594336,12
ParkingVelo1439,48.8787072,2.3642858,22
ParkingVelo1440,48.8787924,2.3620348,20
ParkingVelo1441,48.8791189,2.3632294,12
ParkingVelo1442,48.8790481,2.3622872,20
ParkingVelo1443,48.8793759,2.3629631,6
ParkingVelo1444,48.8784007,2.3644862,32
ParkingVelo1445,48.8781661,2.3647955,10
ParkingVelo1446,48.8327047,2.3707777,6
ParkingVelo1447,48.8761411,2.3506599,44
ParkingVelo1448,48.8761885,2.3503881,40
ParkingVelo1449,48.8762353,2.350124,24
ParkingVelo1450,48.8680937,2.361027,8
ParkingVelo1451,48.8695179,2.3634101,12
ParkingVelo1452,48.8744844,2.3554178,12
ParkingVelo1453,48.8732065,2.3604129,12
ParkingVelo1454,48.8778991,2.3615668,6
ParkingVelo1456,48.8281522,2.3120219,30
ParkingVelo1457,48.8711332,2.3479412,16
ParkingVelo1458,48.8612126,2.3307635,80
ParkingVelo1459,48.8772634,2.368431,12
ParkingVelo1460,48.8555485,2.4099368,8
ParkingVelo1461,48.8693088,2.4053516,10
ParkingVelo1462,48.8693439,2.4054372,8
ParkingVelo1463,48.870036,2.3997693,6
ParkingVelo1464,48.8760219,2.3978926,22
ParkingVelo1465,48.8777982,2.3961909,14
ParkingVelo1466,48.8783675,2.3969802,22
ParkingVelo1467,48.8784454,2.4032243,20
ParkingVelo1468,48.8792711,2.3969754,10
ParkingVelo1469,48.8795244,2.3994887,10
ParkingVelo1470,48.8795356,2.3982191,10
ParkingVelo1471,48.8796076,2.3963669,10
ParkingVelo1472,48.8802166,2.398828,6
ParkingVelo1473,48.8803612,2.3964909,8
ParkingVelo1474,48.8572599,2.3045677,10
ParkingVelo1475,48.8576698,2.3057715,12
ParkingVelo1476,48.8602954,2.3025663,12
ParkingVelo1477,48.8661632,2.3312826,12
ParkingVelo1478,48.8555675,2.3575478,20
ParkingVelo1479,48.8559022,2.3548777,8
ParkingVelo1480,48.8562284,2.3535332,18
ParkingVelo1481,48.8566901,2.3537422,42
ParkingVelo1482,48.857267,2.3512604,12
ParkingVelo1483,48.8573488,2.3513113,26
ParkingVelo1484,48.8251983,2.341778,14
ParkingVelo1485,48.8229351,2.3467281,14
ParkingVelo1486,48.8219138,2.3504264,8
ParkingVelo1487,48.8452109,2.3545978,10
ParkingVelo1488,48.8271188,2.3073535,24
ParkingVelo1489,48.8284964,2.3004526,16
ParkingVelo1490,48.8436107,2.3079729,30
ParkingVelo1491,48.8441466,2.3088151,8
ParkingVelo1492,48.8268957,2.338351,14
ParkingVelo1493,48.8212773,2.3464375,10
ParkingVelo1494,48.8275719,2.3525324,16
ParkingVelo1495,48.8275911,2.352669,14
ParkingVelo1496,48.8277807,2.3527337,16
ParkingVelo1497,48.8382373,2.3652401,8
ParkingVelo1498,48.8388299,2.3633571,8
ParkingVelo1500,48.8370232,2.3622198,16
ParkingVelo1501,48.8380447,2.3651672,6
ParkingVelo1502,48.8395521,2.3656977,6
ParkingVelo1503,48.8212738,2.3484518,12
ParkingVelo1504,48.8212749,2.3479433,10
ParkingVelo1505,48.8214455,2.3483114,10
ParkingVelo1506,48.8214427,2.3484656,10
ParkingVelo1507,48.82144,2.3486198,10
ParkingVelo1508,48.8314426,2.3463811,18
ParkingVelo1509,48.8446576,2.4023708,12
ParkingVelo1510,48.8446711,2.4022645,8
ParkingVelo1511,48.886303,2.3629244,18
ParkingVelo1512,48.8347896,2.4081693,16
ParkingVelo1513,48.8263309,2.3477539,6
ParkingVelo1514,48.8267174,2.3480435,8
ParkingVelo1515,48.8438286,2.3883982,20
ParkingVelo1516,48.8451466,2.3984491,6
ParkingVelo1517,48.8452822,2.3979454,12
ParkingVelo1518,48.8675469,2.3263148,10
ParkingVelo1519,48.8743662,2.3157741,28
ParkingVelo1520,48.8970837,2.3744877,20
ParkingVelo1521,48.897025,2.374689,64
ParkingVelo1522,48.8524032,2.3673055,22
ParkingVelo1523,48.8526671,2.3672168,6
ParkingVelo1524,48.8463203,2.2792657,8
ParkingVelo1525,48.8471893,2.2793406,10
ParkingVelo1526,48.8168872,2.3337518,14
ParkingVelo1527,48.8534314,2.2864512,10
ParkingVelo1528,48.847135,2.2790676,10
ParkingVelo1529,48.8388461,2.3310661,22
ParkingVelo1530,48.8406324,2.3303243,10
ParkingVelo1531,48.8681732,2.3751817,12
ParkingVelo1532,48.8683548,2.3750252,16
ParkingVelo1533,48.8440738,2.3885406,8
ParkingVelo1534,48.8701892,2.3280297,16
ParkingVelo1535,48.8408296,2.32985,10
ParkingVelo1536,48.840907,2.3298269,10
ParkingVelo1537,48.8451898,2.3143887,10
ParkingVelo1538,48.88459,2.329446,26
ParkingVelo1539,48.8306167,2.3462061,12
ParkingVelo1540,48.8310923,2.3484091,16
ParkingVelo1541,48.8445059,2.4407946,22
ParkingVelo1542,48.8763155,2.3524579,6
ParkingVelo1543,48.8763943,2.3518875,10
ParkingVelo1544,48.8630242,2.2922075,6
ParkingVelo1545,48.8682431,2.2955055,10
ParkingVelo1546,48.8859405,2.3265247,10
ParkingVelo1547,48.8762042,2.2637583,14
ParkingVelo1548,48.8768277,2.2674096,10
ParkingVelo1549,48.8769489,2.2675517,10
ParkingVelo1550,48.867102,2.382991,34
ParkingVelo1551,48.8893079,2.3162082,22
ParkingVelo1552,48.8860755,2.309728,18
ParkingVelo1553,48.8221331,2.3488073,12
ParkingVelo1554,48.8888158,2.2904607,4
ParkingVelo1555,48.8890386,2.2909351,10
ParkingVelo1556,48.8233777,2.365712,8
ParkingVelo1557,48.8820585,2.3546785,22
ParkingVelo1558,48.8653023,2.3626747,36
ParkingVelo1559,48.8618961,2.3439913,74
ParkingVelo1560,48.8388975,2.3184666,40
ParkingVelo1561,48.8389575,2.3183499,24
ParkingVelo1562,48.8393371,2.317623,24
ParkingVelo1563,48.8410572,2.3235368,10
ParkingVelo1564,48.8412478,2.3235058,8
ParkingVelo1565,48.8483639,2.3258475,10
ParkingVelo1566,48.848608,2.3248055,8
ParkingVelo1567,48.8501037,2.3243471,12
ParkingVelo1568,48.8511515,2.3250869,16
ParkingVelo1569,48.8466521,2.3237515,44
ParkingVelo1570,48.861277,2.3515814,18
ParkingVelo1571,48.860951,2.3514024,20
ParkingVelo1572,48.8284629,2.3527579,12
ParkingVelo1573,48.8425286,2.4053264,20
ParkingVelo1574,48.8427369,2.4055222,6
ParkingVelo1575,48.8676072,2.345059,8
ParkingVelo1576,48.869369,2.3477429,4
ParkingVelo1577,48.8695363,2.3477656,6
ParkingVelo1578,48.8703918,2.3479408,24
ParkingVelo1579,48.8845093,2.3440942,16
ParkingVelo1580,48.8494775,2.366569,10
ParkingVelo1581,48.8517322,2.3677216,8
ParkingVelo1582,48.8489574,2.3665031,28
ParkingVelo1583,48.8509108,2.367369,14
ParkingVelo1584,48.8478966,2.3660254,56
ParkingVelo1585,48.8507624,2.3672656,10
ParkingVelo1586,48.8518072,2.3677478,10
ParkingVelo1587,48.8526058,2.3681519,70
ParkingVelo1588,48.8665141,2.3967415,8
ParkingVelo1589,48.8679568,2.3924854,8
ParkingVelo1590,48.8683322,2.3948378,10
ParkingVelo1591,48.8687081,2.3920955,18
ParkingVelo1592,48.8711877,2.3987487,4
ParkingVelo1593,48.8712096,2.3986898,10
ParkingVelo1595,48.8561551,2.3701207,22
ParkingVelo1596,48.8254361,2.3138591,8
ParkingVelo1597,48.8293434,2.322358,10
ParkingVelo1598,48.8296834,2.3211054,12
ParkingVelo1599,48.8304237,2.3763093,8
ParkingVelo1600,48.8307157,2.3184097,12
ParkingVelo1601,48.8357188,2.3995292,10
ParkingVelo1602,48.8397095,2.2932964,18
ParkingVelo1603,48.8417432,2.4008231,8
ParkingVelo1604,48.8429519,2.4023854,12
ParkingVelo1605,48.8444759,2.2871874,10
ParkingVelo1606,48.8475992,2.3105873,8
ParkingVelo1607,48.8470833,2.3314246,10
ParkingVelo1608,48.8489028,2.3664868,18
ParkingVelo1609,48.8494644,2.3667383,14
ParkingVelo1610,48.8516608,2.3674162,10
ParkingVelo1611,48.8522706,2.3680468,14
ParkingVelo1612,48.827734,2.300319,8
ParkingVelo1613,48.8284535,2.2968124,8
ParkingVelo1614,48.8287993,2.3073328,8
ParkingVelo1615,48.8305047,2.345664,10
ParkingVelo1616,48.8305683,2.3457068,10
ParkingVelo1617,48.8309184,2.3460538,26
ParkingVelo1618,48.8342058,2.3365779,16
ParkingVelo1619,48.8342523,2.3364179,14
ParkingVelo1620,48.8347606,2.3371876,10
ParkingVelo1621,48.8388361,2.3528718,16
ParkingVelo1622,48.8407901,2.4062396,10
ParkingVelo1623,48.8412084,2.4023488,10
ParkingVelo1624,48.8458785,2.3284204,16
ParkingVelo1625,48.8476729,2.3803915,10
ParkingVelo1626,48.8502082,2.3813719,26
ParkingVelo1627,48.8511153,2.4119898,20
ParkingVelo1628,48.8566682,2.4063404,16
ParkingVelo1629,48.8616642,2.4015911,10
ParkingVelo1630,48.8622185,2.3792021,12
ParkingVelo1631,48.862945,2.4001993,6
ParkingVelo1632,48.8630803,2.4037837,10
ParkingVelo1633,48.8636608,2.3805522,10
ParkingVelo1634,48.8646767,2.4071914,8
ParkingVelo1635,48.8654095,2.4067531,6
ParkingVelo1636,48.8657339,2.4065188,12
ParkingVelo1637,48.8677817,2.403832,4
ParkingVelo1638,48.8680515,2.403183,12
ParkingVelo1639,48.8754223,2.3817762,10
ParkingVelo1640,48.8771637,2.3825491,10
ParkingVelo1641,48.877325,2.3824125,10
ParkingVelo1642,48.8786915,2.3841788,10
ParkingVelo1643,48.8786458,2.4000228,12
ParkingVelo1644,48.8786591,2.4001213,12
ParkingVelo1645,48.8795193,2.3860156,6
ParkingVelo1646,48.8261098,2.2968922,12
ParkingVelo1647,48.8329488,2.3708483,10
ParkingVelo1648,48.8329902,2.3708132,10
ParkingVelo1649,48.8629355,2.3526635,18
ParkingVelo1650,48.8963511,2.3250664,10
ParkingVelo1651,48.8221841,2.3520654,10
ParkingVelo1652,48.824081,2.3162494,8
ParkingVelo1653,48.8248042,2.3120329,16
ParkingVelo1654,48.8255012,2.3673512,10
ParkingVelo1655,48.825683,2.3715654,10
ParkingVelo1656,48.827041,2.3662198,20
ParkingVelo1657,48.8272607,2.304525,4
ParkingVelo1658,48.8272108,2.3719947,6
ParkingVelo1659,48.8273147,2.3046903,22
ParkingVelo1660,48.8294234,2.3187808,32
ParkingVelo1661,48.8308937,2.3045963,12
ParkingVelo1662,48.831701,2.3026624,12
ParkingVelo1663,48.8319203,2.30623,2
ParkingVelo1664,48.8328053,2.3009305,8
ParkingVelo1665,48.8347684,2.4008698,16
ParkingVelo1666,48.8364425,2.4032926,10
ParkingVelo1667,48.8397644,2.3977798,44
ParkingVelo1668,48.8418195,2.389326,34
ParkingVelo1669,48.8439475,2.3391859,12
ParkingVelo1670,48.8445323,2.2872245,10
ParkingVelo1671,48.847885,2.2900163,16
ParkingVelo1672,48.8833408,2.3879122,10
ParkingVelo1673,48.8836416,2.3877042,8
ParkingVelo1674,48.8846338,2.3873604,10
ParkingVelo1675,48.8846183,2.3871256,10
ParkingVelo1676,48.8858167,2.3867834,10
ParkingVelo1677,48.8874616,2.3846714,16
ParkingVelo1678,48.8935867,2.37693,4
ParkingVelo1679,48.8944528,2.3708152,12
ParkingVelo1680,48.8935572,2.3240986,16
ParkingVelo1681,48.8933857,2.3253681,12
ParkingVelo1682,48.8934026,2.3252933,12
ParkingVelo1683,48.8909372,2.32514,14
ParkingVelo1684,48.8910061,2.3253632,12
ParkingVelo1685,48.8907191,2.3258427,10
ParkingVelo1686,48.8762049,2.3308902,24
ParkingVelo1687,48.8678733,2.3244973,10
ParkingVelo1688,48.8897598,2.3930262,18
ParkingVelo1689,48.890635,2.3926911,24
ParkingVelo1690,48.8922972,2.3903883,4
ParkingVelo1691,48.8932634,2.3884335,10
ParkingVelo1692,48.8296676,2.3718824,10
ParkingVelo1693,48.8289559,2.3725338,14
ParkingVelo1694,48.8297489,2.3719225,8
ParkingVelo1696,48.8209442,2.370207,10
ParkingVelo1697,48.8211705,2.36977,20
ParkingVelo1698,48.8222984,2.3277275,10
ParkingVelo1699,48.8273142,2.3366147,12
ParkingVelo1700,48.8278176,2.3643351,10
ParkingVelo1701,48.8278679,2.3643653,10
ParkingVelo1702,48.8290645,2.3535972,8
ParkingVelo1703,48.8291881,2.3535368,4
ParkingVelo1704,48.8297022,2.359064,10
ParkingVelo1705,48.8298808,2.359089,10
ParkingVelo1706,48.8300243,2.3542328,8
ParkingVelo1707,48.8315673,2.3408763,6
ParkingVelo1708,48.833673,2.3613236,10
ParkingVelo1709,48.8368374,2.359801,20
ParkingVelo1710,48.837057,2.3599628,32
ParkingVelo1711,48.8387831,2.3612078,20
ParkingVelo1712,48.8532816,2.3794181,6
ParkingVelo1713,48.8534687,2.3924064,10
ParkingVelo1714,48.8539228,2.3925671,6
ParkingVelo1715,48.8552,2.3870054,6
ParkingVelo1716,48.8553014,2.3885831,6
ParkingVelo1717,48.8556872,2.3911083,6
ParkingVelo1718,48.8570954,2.3905958,8
ParkingVelo1719,48.8659562,2.3841401,20
ParkingVelo1720,48.8663244,2.3833405,16
ParkingVelo1721,48.8663317,2.3837297,12
ParkingVelo1722,48.8717061,2.37181,20
ParkingVelo1723,48.8723424,2.3714159,20
ParkingVelo1724,48.8749341,2.37389,24
ParkingVelo1725,48.8763366,2.3722844,8
ParkingVelo1726,48.8771312,2.3662211,8
ParkingVelo1727,48.879578,2.3623878,14
ParkingVelo1728,48.8805339,2.3661217,14
ParkingVelo1729,48.8814738,2.3644199,24
ParkingVelo1730,48.8817471,2.3539735,36
ParkingVelo1731,48.8819227,2.3529704,10
ParkingVelo1732,48.8819855,2.3519535,20
ParkingVelo1733,48.8823446,2.3546546,14
ParkingVelo1734,48.8826642,2.3623702,8
ParkingVelo1735,48.8830922,2.3613992,8
ParkingVelo1736,48.8832025,2.3616437,10
ParkingVelo1737,48.8836596,2.3603444,10
ParkingVelo1738,48.8849663,2.3564838,6
ParkingVelo1739,48.8849706,2.3563497,2
ParkingVelo1740,48.8968218,2.3526841,6
ParkingVelo1741,48.8373115,2.3726982,16
ParkingVelo1742,48.8765476,2.2652993,12
ParkingVelo1743,48.8766664,2.2654522,12
ParkingVelo1744,48.8330658,2.2999139,6
ParkingVelo1745,48.8332086,2.2995549,4
ParkingVelo1746,48.834209,2.2966012,14
ParkingVelo1747,48.835345,2.285398,10
ParkingVelo1748,48.8366471,2.2806471,12
ParkingVelo1749,48.8367317,2.2929827,16
ParkingVelo1750,48.8374673,2.285372,50
ParkingVelo1751,48.8381056,2.281912,20
ParkingVelo1752,48.8384329,2.2820697,8
ParkingVelo1753,48.8385893,2.3134951,8
ParkingVelo1754,48.839233,2.2857623,10
ParkingVelo1755,48.8428593,2.3184518,6
